"siteid","taxonid","decayClass","sizeCategory","relativeAbundance","cumulativeAbundance","sampledDiskNum","cumulativeDiskNum"
"MLBS","QURU","3",">=10cm",20.16,20.16,10,10
"MLBS","QUAL","3",">=10cm",19.35,39.51,10,20
"MLBS","QURU","4",">=10cm",6.05,45.56,10,30
"MLBS","QURU","2",">=10cm",2.82,48.38,10,40
"MLBS","ACRU","3",">=10cm",2.82,51.2,10,50
"MLBS","PIEC2","3",">=10cm",2.82,54.02,10,60
"MLBS","PINUS","3",">=10cm",2.82,56.84,10,70
"MLBS","QUERC","3",">=10cm",2.82,59.66,10,80
"MLBS","QURU","3","5-10cm",2.42,62.08,5,85
"MLBS","PIST","3",">=10cm",2.02,64.1,10,95
"MLBS","ROPS","3",">=10cm",2.02,66.12,10,105
"MLBS","PINUS","4",">=10cm",2.02,68.14,10,115
"MLBS","PIST","4",">=10cm",2.02,70.16,10,125
"MLBS","PINUS","5",">=10cm",2.02,72.18,10,135
"MLBS","ACRU","3","5-10cm",2.02,74.2,5,140
"MLBS","QUAL","2",">=10cm",1.61,75.81,10,150
"MLBS","ACRU","4",">=10cm",1.21,77.02,10,160
"MLBS","PIEC2","4",">=10cm",1.21,78.23,10,170
"MLBS","RHMA4","2","2-5cm",1.21,79.44,5,175
"MLBS","QURU","4","2-5cm",1.21,80.65,5,180
"MLBS","QUAL","3","5-10cm",1.21,81.86,5,185
"MLBS","QURU","4","5-10cm",1.21,83.07,5,190
"MLBS","BETUL","3",">=10cm",0.81,83.88,10,200
"MLBS","2PLANT-H","4",">=10cm",0.81,84.69,10,210
"MLBS","QUAL","4",">=10cm",0.81,85.5,10,220
"MLBS","QURU","5",">=10cm",0.81,86.31,10,230
"MLBS","QURU","3","2-5cm",0.81,87.12,5,235
"MLBS","ACPE","1","5-10cm",0.81,87.93,5,240
"MLBS","ACRU","2","5-10cm",0.81,88.74,5,245
"MLBS","ACRU","2",">=10cm",0.4,89.14,10,255
"MLBS","AMAR3","2",">=10cm",0.4,89.54,10,265
"MLBS","PIST","2",">=10cm",0.4,89.94,10,275
"MLBS","PRSE2","2",">=10cm",0.4,90.34,10,285
"MLBS","SAAL5","2",">=10cm",0.4,90.74,10,295
"MLBS","2PLANT-H","3",">=10cm",0.4,91.14,10,305
"MLBS","ACER","3",">=10cm",0.4,91.54,10,315
"MLBS","BELE","3",">=10cm",0.4,91.94,10,325
"MLBS","LIRIO","3",">=10cm",0.4,92.34,10,335
"MLBS","LITU","3",">=10cm",0.4,92.74,10,345
"MLBS","ACER","4",">=10cm",0.4,93.14,10,355
"MLBS","PIST","5",">=10cm",0.4,93.54,10,365
"MLBS","QUERC","5",">=10cm",0.4,93.94,10,375
"MLBS","ROPS","5",">=10cm",0.4,94.34,10,385
"MLBS","AMAR3","2","2-5cm",0.4,94.74,5,390
"MLBS","2PLANT-H","3","2-5cm",0.4,95.14,5,395
"MLBS","BELE","3","2-5cm",0.4,95.54,5,400
"MLBS","PIST","3","2-5cm",0.4,95.94,5,405
"MLBS","ULRU","3","2-5cm",0.4,96.34,5,410
"MLBS","PIEC2","2","5-10cm",0.4,96.74,5,415
"MLBS","2PLANT-H","3","5-10cm",0.4,97.14,5,420
"MLBS","ACER","3","5-10cm",0.4,97.54,5,425
"MLBS","LIRIO","3","5-10cm",0.4,97.94,5,430
"MLBS","PIEC2","3","5-10cm",0.4,98.34,5,435
"MLBS","TSCA","3","5-10cm",0.4,98.74,5,440
"MLBS","ULRU","3","5-10cm",0.4,99.14,5,445
"MLBS","ACRU","4","5-10cm",0.4,99.54,5,450
"MLBS","QUERC","5","5-10cm",0.4,99.94,5,455
